HPO ID	English term	Italian term
HP:0011245	Abnormality of superior crus of antihelix	anomalia del cru superiore dell'antielica
HP:0011246	Underdeveloped superior crus of antihelix	cru superiore sottosviluppata dell'antielica
HP:0011247	Prominent superior crus of antihelix	crus superiore prominente dell'antielica
HP:0011248	Everted antitragus	antitrago anteverso
HP:0011249	Absent antitragus	antitrago assente
HP:0011250	Bifid antitragus	antitrago bifido
HP:0011251	Underdeveloped antitragus	antitrago sottosviluppato
HP:0011252	Cryptotia	criptotia
HP:0011253	Type I cryptotia	criptotia di tipo I
HP:0011254	Type II cryptotia	criptotia di tipo II
HP:0011255	Absent crus of helix	cru dell'elica assente
HP:0011256	Crus of helix connected to antihelix	cru dell'elica collegata ad antielica
HP:0011257	Serpiginous crus of helix	cru serpiginosa dell'elica
HP:0011258	Tragal bridge of crus of helix	ponte tragale della cru dell'elica
HP:0011259	Expanded terminal portion of crus of helix	parte terminale espansa dei cru di elica
HP:0011260	Darwin notch of helix	tacca di Darwin dell'elica
HP:0011261	Darwin tubercle of helix	tubercolo di Darwin dell'elica
HP:0011262	Crimped helix	elica ondulata
HP:0011263	Forward facing earlobe	lobo dell'orecchio che si affaccia in avanti
HP:0011264	Discontinuous ascending root of helix	radice ascendente dell'elica discontinua
HP:0011265	Cleft earlobe	schisi del lobo dell'orecchio
HP:0011266	Microtia, first degree	microtia, primo grado
HP:0011267	Microtia, third degree	microtia, terzo grado
HP:0011268	Absent tragus	trago assente
HP:0011269	Bifid tragus	trago bifido
HP:0011270	Duplicated tragus	trago duplicato
HP:0011271	Prominent tragus	trago prominente
HP:0011272	Underdeveloped tragus	trago sottosviluppato
HP:0011273	Anisocytosis	anisocitosi
HP:0011274	Recurrent mycobacterial infections	ricorrenti infezioni micobatteriche
HP:0011275	Recurrent mycobacterium avium complex infections	infezioni complesse e ricorrenti da mycobacterium di avium
HP:0011276	Vascular skin abnormality	anomalia vascolare della pelle
HP:0011277	Abnormality of the urinary system physiology	anomalia della fisiologia del sistema urinario
HP:0011278	Intrapulmonary sequestration	sequestro intrapolmonare
HP:0011279	Abnormality of urine bicarbonate concentration	anomalia della concentrazione di bicarbonato nell'urina
HP:0011280	Abnormality of urine calcium concentration	anomalia della concentrazione di calcio nell'urina
HP:0011281	Abnormality of urine catecholamine concentration	anomalia della concentrazione di catecolamine urinarie
HP:0011282	Abnormality of the hindbrain	anomalia del rombencefalo
HP:0011283	Abnormality of the metencephalon	anomalia del metencefalo
HP:0011284	Short-segment aganglionic megacolon	megacolon aganglionico a segmento corto
HP:0011285	Long-segment aganglionic megacolon	lungo-segmento aganglionico megacolon
HP:0011286	Total colonic aganglionosis	aganglionosi colica totale
HP:0011287	EEG with occipital sharp slow waves	elettroencefalogramma con onde lente strette occipitali
HP:0011288	EEG with parietal sharp slow waves	elettroencefalogramma con onde lente strette parietali
HP:0011289	EEG with temporal sharp slow waves	elettroencefalogramma con onde lente strette temporali
HP:0011290	EEG with frontal sharp slow waves	elettroencefalogramma con onde lente strette frontali
HP:0011291	EEG with central sharp slow waves	elettroencefalogramma con onde lente strette centrali
HP:0011292	EEG with occipital sharp waves	elettroencefalogramma con ondulazioni occipitali
HP:0011293	EEG with central sharp waves	elettroencefalogramma con onde tagliente centrali
HP:0011294	EEG with frontal sharp waves	elettroencefalogramma con onde strette frontali
HP:0011295	EEG with parietal sharp waves	elettroencefalogramma con onde strette parietali
HP:0011296	EEG with temporal sharp waves	elettroencefalogramma con onde strette temporali
HP:0011297	Abnormality of the digits	anomalia delle dita
HP:0011298	Prominent digit pad	cuscinetto prominente del dito
HP:0011299	Partial absence of finger	assenza parziale di dito
HP:0011300	Broad fingertip	ampio polpastrello
HP:0011301	Absent foot	piede assente
HP:0011302	Long palm	palmo della mano lungo
HP:0011303	Convex contour of sole	contorno convesso della pianta del piede
HP:0011304	Broad thumb	pollice largo
HP:0011305	Partial absence of toe	assenza parziale della punta del piede
HP:0011306	Aplasia of the toes	aplasia delle dita
HP:0011307	Splayed toes	dita  allargate dei piedi
HP:0011308	Slender toe	dita del piede sottili
HP:0011309	Tapered toe	dita del piede affusolate
HP:0011310	Bridged palmar crease	creste palmari con ponti
HP:0011311	Sydney crease	piega di Sydney
HP:0011312	Fused nails	unghie fuse
HP:0011313	Narrow nail	unghia stretta
HP:0011314	Abnormality of long bone morphology	anomalia della morfologia delle ossa lunghe
HP:0011315	Unicoronal synostosis	sinostosi unicoronali
HP:0011316	Left unicoronal synostosis	sinostosi unicoronale a sinistra
HP:0011317	Right unicoronal synostosis	sinostosi unicoronale a destra
HP:0011318	Bicoronal synostosis	sinostosi bicoronale
HP:0011319	Bilambdoid synostosis	sinostosi bilambdoide
HP:0011320	Unilambdoid synostosis	sinostosi unilambdoide
HP:0011321	Left unilambdoid synostosis	sinostosi unilambdoide a sinistra
HP:0011322	Right unilambdoid synostosis	sinostosi unilambdoide a destra
HP:0011323	Cleft of chin	schisi del mento
HP:0011324	Multiple suture craniosynostosis	craniosinostosi con suture multiple
HP:0011325	Pansynostosis	pansinostosi
HP:0011326	Anterior plagiocephaly	plagiocefalia anteriore
HP:0011327	Posterior plagiocephaly	plagiocefalia posteriore
HP:0011328	Abnormality of fontanelles	anomalia delle fontanelle
HP:0011329	Abnormality of cranial sutures	anomalia delle suture craniche
HP:0011330	Metopic synostosis	sinostosi metopica
HP:0011331	Hemifacial atrophy	atrofia emifacciale
HP:0011332	Hemifacial hypoplasia	ipoplasia emifacciale
HP:0011333	Asymmetric crying face	faccia piangente asimmetrica
HP:0011334	Facial shape deformation	deformazione della forma facciale
HP:0011335	Frontal hirsutism	irsutismo frontale
HP:0011336	Bitemporal forceps marks	segni forciformi bitemporali
HP:0011337	Abnormality of mouth size	anomalia della dimensione della bocca
HP:0011338	Abnormality of mouth shape	anomalia della forma della bocca
HP:0011339	Abnormality of upper lip vermillion	anomalia del vermiglio del labbro superiore
HP:0011340	Incomplete cleft of the upper lip	incompleta schisi del labbro superiore
HP:0011341	Long upper lip	labbro superiore lungo
HP:0011342	Mild global developmental delay	lieve ritardo dello sviluppo globale
HP:0011343	Moderate global developmental delay	moderato ritardo dello sviluppo globale
HP:0011344	Severe global developmental delay	grave ritardo dello sviluppo globale
HP:0011345	Moderate expressive language delay	moderare ritardo nel linguaggio espressivo
HP:0011346	Mild expressive language delay	ritardo lieve nel linguaggio espressivo
HP:0011347	Abnormality of ocular abduction	anomalia dell'adduzione oculare
HP:0011348	Abnormality of the sixth cranial nerve	anomalia del sesto nervo cranico
HP:0011349	Abducens palsy	paralisi del nervo abducente
HP:0011350	Mild receptive language delay	ritardo lieve nel linguaggio ricettivo
HP:0011351	Moderate receptive language delay	moderato ritardo nel linguaggio ricettivo
HP:0011352	Severe receptive language delay	ritardo severo nel linguaggio ricettivo
HP:0011353	Arterial intimal fibrosis	fibrosi intima arteriosa
HP:0011354	Generalized abnormality of skin	anomalia della pelle generalizzata
HP:0011355	Localized skin lesion	localizzata la lesione cutanea
HP:0011356	Regional abnormality of skin	anomalia regionale della pelle
HP:0011357	Abnormality of hair density	anomalia della densità dei capelli
HP:0011358	Generalized hypopigmentation of hair	ipopigmentazione dei capelli generalizzata
HP:0011359	Dry hair	capelli secchi
HP:0011360	Acquired abnormal hair pattern	pattern acquisito anomalo dei capelli
HP:0011361	Congenital abnormal hair pattern	pattern congenito anomalo dei capelli
HP:0011362	Abnormal hair quantity	quantità anormale dei capelli
HP:0011363	Abnormality of hair growth rate	anomalia del tasso di crescita dei capelli
HP:0011364	White hair	capelli bianchi
HP:0011365	Patchy hypopigmentation of hair	ipopigmentazione a chiazze di capelli
HP:0011366	Absent fifth finger- and toenails	assenti quinto dito e unghie dei piedi
HP:0011367	Yellow nails	unghie gialle
HP:0011368	Epidermal thickening	ispessimento epidermico
HP:0011369	Mongolian blue spot	chiazza blu mongola
HP:0011370	Recurrent cutaneous fungal infections	infezioni fungine cutanee ricorrenti
HP:0011371	Recurrent viral skin infections	infezioni cutanee virali ricorrenti
HP:0011372	Aplasia of the inner ear	aplasia dell'orecchio interno
HP:0011373	Incomplete partition of the cochlea	partizione incompleta della coclea
HP:0011374	Incomplete partition of the cochlea type I	partizione incompleta della coclea tipo I
HP:0011375	Cochlear aplasia	aplasia della coclea
HP:0011376	Morphological abnormality of the vestibule of the inner ear	anomalia morfologica del vestibolo dell'orecchio interno
HP:0011377	Aplasia of the vestibule	aplasia del vestibolo
HP:0011378	Hypoplasia of the vestibule of the inner ear	ipoplasia del vestibolo dell'orecchio interno
HP:0011379	Dilated vestibule of the inner ear	vestibolo dilatato dell'orecchio interno
HP:0011380	Morphological abnormality of the semicircular canal	anomalia morfologica del canale semicircolare
HP:0011381	Aplasia of the semicircular canal	aplasia del canale semicircolare
HP:0011382	Hypoplasia of the semicircular canal	ipoplasia del canale semicircolare
HP:0011383	Enlarged semicircular canal	canale semicircolare ampliato
HP:0011384	Abnormality of the internal auditory canal	anomalia del canale uditivo interno
HP:0011385	Absent internal auditory canal	canale uditivo interno assente
HP:0011386	Narrow internal auditory canal	canale uditivo interno stretto
HP:0011387	Enlarged vestibular aqueduct	aquedotto vestibolare allargato
HP:0011388	Enlarged cochlear aqueduct	acquedotto cocleare allargato
HP:0011389	Functional abnormality of the inner ear	anomalia funzionale dell'orecchio interno
HP:0011390	Morphological abnormality of the inner ear	anomalia morfologica dell'orecchio interno
HP:0011391	Morphological abnormality of the nerves of the inner ear	anomalia morfologica dei nervi dell'orecchio interno
HP:0011392	Abnormality of the vestibular nerve	anomalia del nervo vestibolare
HP:0011393	Aplasia of the vestibular nerve.	aplasia del nervo vestibolare
HP:0011394	Hypoplasia of the vestibular nerve	ipoplasia del nervo vestibolare
HP:0011395	Aplasia/Hypoplasia of the cochlea	aplasia/ipoplasia della coclea
HP:0011396	Abnormality of the cochlear nerve	anomalia del nervo cocleare
HP:0011397	Abnormality of the dorsal column of the spinal cord	anomalia della colonna dorsale del midollo spinale
HP:0011398	Central hypotonia	ipotonia centrale
HP:0011399	Tibialis atrophy	atrofia tibiale
HP:0011400	Abnormal CNS myelination	mielinizzazione anormale del Sistema Nervoso Centrale
HP:0011401	Delayed peripheral myelination	mielinizzazione periferica ritardata
HP:0011402	Demyelinating sensory neuropathy	demielinizzanti neuropatia sensitiva
HP:0011403	Abnormal umbilical cord blood vessels	vasi sanguigni del cordone ombelicale anormali
HP:0011404	Lethal short-trunk short stature	bassa statura da tronco breve, letale
HP:0011405	Childhood onset short-limb short stature	bassa statura con arti corti ad esordio giovanile
HP:0011406	Infancy onset short-trunk short stature	bassa statura con arti corti ad esordio infantile
HP:0011407	Proportionate tall stature	alta statura proporzionata
HP:0011408	Moderate intrauterine growth retardation	moderato ritardo di crescita intrauterino
HP:0011409	Abnormality of placental membranes	anomalia delle membrane placentari
HP:0011410	Caesarian section	taglio cesareo
HP:0011411	Forceps delivery	parto con forcipe
HP:0011412	Ventouse delivery	parto con ventose
HP:0011413	Shoulder dystocia	distocia della spalla
HP:0011414	Hydropic placenta	placenta idropica
HP:0011415	Calcified placenta	placenta calcificata
HP:0011416	Placental infarction	infarto placentale
HP:0011417	Long umbilical cord	cordone ombelicale lungo
HP:0011418	Abnormal insertion of umbilical cord	anomala inserzione del cordone ombelicale
HP:0011419	Placental abruption	distacco intempestivo placentare
HP:0011420	Death	morte
HP:0011421	Death in adolescence	morte in adolescenza
HP:0011422	Abnormality of chloride homeostasis	anomalia dell'omeostasi del cloruro
HP:0011423	Hyperchloremia	ipercloremia
HP:0011424	Increased serum zinc	aumentato livello di zinco nel siero
HP:0011425	Fetal ultrasound soft marker	marcatore leggero all'ecografia fetale
HP:0011426	Fetal choroid plexus cysts	cisti del plesso coroideo fetale
HP:0011427	Enlarged fetal cisterna magna	cisterna magna fetale allargata
HP:0011428	Short fetal femur length	breve lunghezza del femore fetale
HP:0011429	Short fetal humerus length	breve lunghezza dell'omero fetale
HP:0011430	Hypoplasia of fetal nasal bone	ipoplasia dell'osso nasale fetale
HP:0011431	Fetal fifth finger clinodactyly	clinodattilia del quinto dito nel feto
HP:0011432	High maternal serum alpha-fetoprotein	alfa-fetoproteina del siero materno alta
HP:0011433	High maternal serum chorionic gonadotropin	alti livelli di gonadotropina corionica nel siero materno
HP:0011434	Low maternal serum chorionic gonadotropin	bassi livelli di gonadotropina corionica nel siero materno
HP:0011435	Low maternal serum PAPP-A	bassi livelli di PAPP-A nel siero materno
HP:0011436	Abnormal maternal serum screening	screening anormale del siero materno
